"name","death_date","description","pageviews","llm_knows_death","llm_response"
"Robert Watts","2024-09-30","British film producer (''Indiana Jones'', ''Who Framed Roger Rabbit'', ''An American Tail: Fievel Goes West'')","20837","True","No"
"Fayo","2024-09-30","Canadian singer-songwriter","16646","False","Yes"
"Keki Hormusji Gharda","2024-09-30","Indian chemical engineer","10012","True","No"
"Garcia Glen White","2024-10-01","American serial killer","54854","False","Yes"
"Michael Ancram, 13th Marquess of Lothian","2024-10-01","British politician and peer","31668","False","Yes"
"Vyacheslav Dobrynin","2024-10-01","Russian composer and singer","22524","False","Yes"
"Bob Yerkes","2024-10-01","American stuntman (''Back to the Future'', ''Return of the Jedi'', ''Hook'')","15007","False","Yes"
"Milton Thiago de Mello","2024-10-01","Brazilian primatologist","7314","False","Yes"
"Denílson","2024-10-01","Brazilian footballer (Fluminense, national team)","6382","False","Yes"
"Francesco Merloni","2024-10-01","Italian industrialist and politician","6176","False","Yes"
"David Burnham","2024-10-01","American journalist (''The New York Times'')","5378","False","Yes"
"Alford Gardner","2024-10-01","Jamaican-born British emigrant and historical adviser (Windrush generation)","4786","False","Yes"
"Zenón Franco Ocampos","2024-10-01","Paraguayan chess grandmaster","4425","False","Yes"
"Megan Marshack","2024-10-02","American television news writer and producer","41500","False","Yes"
"Marissa Haque","2024-10-02","Indonesian actress and politician","30638","False","Yes"
"Herman Ouseley, Baron Ouseley","2024-10-02","Guyanese-born British civil rights activist and politician","19811","False","Yes"
"Christopher Charles Benninger","2024-10-02","American-born Indian architect","17696","False","Yes"
"Ken Tobias","2024-10-02","Canadian singer-songwriter (""Stay Awhile"")","16975","False","Yes"
"Modou Jadama","2024-10-02","Gambian footballer (Tulsa Roughnecks, Portland Timbers 2, Hartford Athletic)","14011","False","Yes"
"Susie Berning","2024-10-02","American Hall of Fame golfer","9631","False","Yes"
"Jason Cirone","2024-10-02","Canadian-Italian ice hockey player (Winnipeg Jets)","9084","False","Yes"
"Martin Schröder","2024-10-02","Dutch pilot and businessman","6859","False","Yes"
"Emily Richard","2024-10-02","British actress (''The Life and Adventures of Nicholas Nickleby'', ''The Cleopatras'', ''The Dark Side of the Sun'')","5541","False","Yes"
"Hashem Safieddine","2024-10-03","Lebanese Shia cleric","360276","False","Yes"
"Michel Blanc","2024-10-03","French film director (''Grosse fatigue'', ''Summer Things'') and actor (''Marche à l'ombre'')","57282","False","Yes"
"Fiona MacDonald","2024-10-03","Australian television presenter (''Wombat'', ''It's a Knockout'')","36974","False","Yes"
"Jack Colwell","2024-10-03","Australian singer and songwriter","34652","False","Yes"
"Mary O'Rourke","2024-10-03","Irish politician","25412","False","Yes"
"John Gierach","2024-10-03","American author","17367","False","Yes"
"Yeshayahu Gavish","2024-10-03","Israeli major general","10237","False","Yes"
"Cid Moreira","2024-10-03","Brazilian television journalist (''Jornal Nacional'')","9754","False","Yes"
"Pierre Christin","2024-10-03","French comics writer (''Valérian and Laureline'')","6512","False","Yes"
"Mohan Raj","2024-10-03","Indian actor (''Kireedam'', ''Mimics Parade'', ''Customs Diary'')","6492","False","Yes"
"Christopher Ciccone","2024-10-04","American dancer and interior designer","200019","False","Yes"
"Greg Landry","2024-10-04","American football player and coach (Detroit Lions, Chicago Bears)","47934","False","Yes"
"Billy Shaw","2024-10-04","American Hall of Fame football player (Buffalo Bills)","30380","False","Yes"
"Lea Pericoli","2024-10-04","Italian tennis player","14272","False","Yes"
"Daniel Guimarães","2024-10-04","Brazilian footballer (Mogi Mirim, América de Natal, Nacional)","13621","False","Yes"
"John Lasell","2024-10-04","American actor (''Dark Shadows'', ''The F.B.I'', ''The Fugitive'')","13018","False","Yes"
"Marlon Pérez Arango","2024-10-04","Colombian Olympic cyclist (1996, 2000, 2004)","12915","True","No"
"Yukio Hattori","2024-10-04","Japanese television personality (''Iron Chef'') and food critic","12060","False","Yes"
"Allan Blye","2024-10-04","Canadian-born American television writer (''The Smothers Brothers Comedy Hour'', ''The Sonny & Cher Comedy Hour'') and actor (''Mister Rogers' Neighborhood'')","11360","False","Yes"
"Petar Matić Dule","2024-10-04","Serbian army colonel general","10754","True","No"
"Sammy Basso","2024-10-05","Italian biologist and writer","59363","False","Yes"
"Ifigenia Martínez y Hernández","2024-10-05","Mexican politician and diplomat","38394","False","Yes"
"Ildar Dadin","2024-10-05","Russian anti-Kremlin political activist","20588","False","Yes"
"A. Q. M. Badruddoza Chowdhury","2024-10-05","Bangladeshi politician","18098","False","Yes"
"Helmut Bauer","2024-10-05","German Roman Catholic prelate","17109","False","Yes"
"Robert Coover","2024-10-05","American author (''The Public Burning'', ''Gerald's Party'', ''A Political Fable'')","16298","False","Yes"
"Mimis Plessas","2024-10-05","Greek composer and pianist","13912","False","Yes"
"Naima Lamcharki","2024-10-05","Moroccan actress (''Casablanca, Nest of Spies'', ''Blood Wedding'')","9400","True","No"
"Timothy Darvill","2024-10-05","English archaeologist","7638","False","Yes"
"Tepin","2024-10-05","American Hall of Fame racehorse","7627","False","Yes"
"Johan Neeskens","2024-10-06","Dutch football player (Ajax, Barcelona, national team) and manager","121570","False","Yes"
"Alejandro Arcos","2024-10-06","Mexican politician","43662","False","Yes"
"Johnny Neel","2024-10-06","American musician (The Allman Brothers Band)","21818","False","Yes"
"Kipyegon Bett","2024-10-06","Kenyan middle-distance runner","21052","False","Yes"
"Dan Coughlin","2024-10-06","American sportscaster (WJW) and journalist (''Cleveland Plain Dealer'')","16109","False","Yes"
"Dave Hobson","2024-10-06","American politician","6979","False","Yes"
"Minas Hadjimichael","2024-10-06","Cypriot diplomat","5124","False","Yes"
"Edna Tepava","2024-10-06","French beauty pageant contestant","4912","False","Yes"
"Joseph Giarratano","2024-10-06","American pardoned death row inmate","4074","False","Yes"
"Sefedin Braho","2024-10-06","Albanian footballer (Luftëtari, Partizani, national team)","3874","False","Yes"
"Cissy Houston","2024-10-07","American singer (The Sweet Inspirations) and actress (''The Preacher's Wife'')","416171","False","Yes"
"Nicholas Pryor","2024-10-07","American actor (''Beverly Hills, 90210'', ''Port Charles'', ''Risky Business'')","81707","False","Yes"
"Lore Segal","2024-10-07","Austrian-American novelist","36111","False","Yes"
"Arie L. Kopelman","2024-10-07","American businessman and philanthropist","32731","False","Yes"
"Clement Kemboi","2024-10-07","Kenyan middle-distance runner","20747","False","Yes"
"Amaury du Closel","2024-10-07","French composer and conductor","19332","False","Yes"
"Zaw Myint Maung","2024-10-07","Burmese politician and political prisoner","17250","False","Yes"
"Jack Ponti","2024-10-07","American songwriter (""Hey Stoopid"", ""Love's a Loaded Gun"") and record producer","12310","False","Yes"
"Brian Hastings","2024-10-07","New Zealand cricketer (Canterbury, national team)","11984","False","Yes"
"Elhanan Tannenbaum","2024-10-07","Polish-born Israeli hostage","10614","False","Yes"
"Luis Tiant","2024-10-08","Cuban baseball player (Boston Red Sox, Cleveland Indians, New York Yankees)","110179","True","No"
"Ray McCauley","2024-10-08","South African religious leader","53305","False","Yes"
"Tim Johnson","2024-10-08","American politician","36107","False","Yes"
"Bernard Tissier de Mallerais","2024-10-08","French traditionalist Catholic prelate","24888","False","Yes"
"Pat Fischer","2024-10-08","American football player (St. Louis Cardinals, Washington Redskins)","23464","False","Yes"
"Abdul Salaam","2024-10-08","American football player (New York Jets)","15547","False","Yes"
"Wu Bangguo","2024-10-08","Chinese politician","12530","False","Yes"
"Panangipalli Venugopal","2024-10-08","Indian cardiac surgeon","9215","False","Yes"
"Job","2024-10-08","Swiss comics artist (''Yakari'')","5034","False","Yes"
"Artyom Yenin","2024-10-08","Russian footballer (Shinnik Yaroslavl, Spartak Kostroma, national team)","4614","False","Yes"
"Ratan Tata","2024-10-09","Indian conglomerate industry executive","6356696","False","Yes"
"George Baldock","2024-10-09","English-born Greek footballer (MK Dons, Sheffield United, Greece national team)","1259896","False","Yes"
"Lee Wei Ling","2024-10-09","Singaporean neurologist","103093","False","Yes"
"Lily Ebert","2024-10-09","Hungarian-born British Holocaust survivor and writer","67990","False","Yes"
"T. P. Madhavan","2024-10-09","Indian actor (''Chirikkudukka'', ''Arangum Aniyarayum'', ''Aavanikunnile Kinnaripookkal'')","62080","False","Yes"
"Leif Segerstam","2024-10-09","Finnish conductor (Helsinki Philharmonic Orchestra, Royal Swedish Opera)","34463","True","No"
"Eddie Miró","2024-10-09","Puerto Rican television host","11090","False","Yes"
"Dieter Burdenski","2024-10-09","German footballer (Werder Bremen, West Germany national team)","8202","True","No"
"Hiroshi Shirai","2024-10-09","Japanese karateka","8033","False","Yes"
"Elisa Montés","2024-10-09","Spanish actress (''Django the Condemned'', ''Samson and His Mighty Challenge'', ''99 Women'')","7768","True","No"
"Ethel Kennedy","2024-10-10","American human rights advocate","991397","False","Yes"
"Murasoli Selvam","2024-10-10","Indian newspaper editor (''Murasoli'')","120015","False","Yes"
"Peter Cormack","2024-10-10","Scottish football player (Liverpool, national team) and manager (Partick Thistle)","52287","False","Yes"
"Fleur Adcock","2024-10-10","New Zealand poet","23609","False","Yes"
"El Taiger","2024-10-10","Cuban reggaeton singer","18374","True","No"
"Adam Abeshouse","2024-10-10","American recording engineer","12171","True","No"
"Kevin Bowring","2024-10-10","Welsh rugby union player (London Welsh) and coach (national team)","7909","False","Yes"
"Brian Lockwood","2024-10-10","English rugby league footballer (Castleford, Hull Kingston Rovers, national team)","7538","False","Yes"
"J. J. Jeffrey","2024-10-10","American radio executive (Atlantic Coast Radio) and disc jockey (WFIL, WLS)","7192","False","Yes"
"Gaylen Pitts","2024-10-10","American baseball player (Oakland Athletics)","5735","False","Yes"
"Mike Bullard","2024-10-11","Canadian stand-up comedian and talk show host (''Open Mike with Mike Bullard'', ''The Mike Bullard Show'')","124831","False","Yes"
"Ward Christensen","2024-10-11","American computer scientist (XMODEM, CBBS)","42112","False","Yes"
"Kiril Marichkov","2024-10-11","Bulgarian rock musician (Shturcite)","29517","False","Yes"
"Abid Kashmiri","2024-10-11","Pakistani actor (''Bazar-e-Husn'', ''Samundar'', ''Teesra Kinara'') and comedian","11096","False","Yes"
"Dottie Leonard Miller","2024-10-11","American music publishing and record label executive","8575","False","Yes"
"George Little","2024-10-11","American politician","7361","False","Yes"
"Ronnie Dawson","2024-10-11","Irish rugby union player (Barbarian, national team, British & Irish Lions)","6414","False","Yes"
"Roger Browne","2024-10-11","American actor (''Venus Against the Son of Hercules'', ''Super Seven Calling Cairo'', ''The Spy Who Loved Flowers'')","6097","False","Yes"
"Branko Rašović","2024-10-11","Montenegrin footballer (Partizan, Borussia Dortmund, Yugoslavia national team)","4047","True","No"
"Baltazar Ushca","2024-10-11","Ecuadorian ice harvester","3805","False","Yes"
"Baba Siddique","2024-10-12","Indian politician","2296968","False","Yes"
"Alex Salmond","2024-10-12","Scottish politician","564066","False","Yes"
"Ka","2024-10-12","American rapper and record producer","145504","False","Yes"
"Tito Mboweni","2024-10-12","South African politician","142317","False","Yes"
"Jackmaster","2024-10-12","Scottish DJ","117818","False","Yes"
"G. N. Saibaba","2024-10-12","Indian academic and human rights activist","95269","False","Yes"
"Lilly Ledbetter","2024-10-12","American equal-pay activist (Lilly Ledbetter Fair Pay Act of 2009)","83801","False","Yes"
"Tylee Craft","2024-10-12","American college football player (North Carolina Tar Heels)","44307","False","Yes"
"Paul Lowe","2024-10-12","British war photographer","12151","False","Yes"
"Lillian Schwartz","2024-10-12","American visual artist","7845","False","Yes"
"Libby Titus","2024-10-13","American singer-songwriter","57126","False","Yes"
"Janne Puhakka","2024-10-13","Finnish ice hockey player (Kiekko-Espoo, Espoo United, Rapaces de Gap)","54977","False","Yes"
"Donald J. Hall Sr.","2024-10-13","American greeting card executive","23347","False","Yes"
"Mayra Gómez Kemp","2024-10-13","Cuban-Spanish television presenter (''Un, dos, tres... responda otra vez'', ''La ruleta de la fortuna'')","13337","False","Yes"
"Alexander Smolensky","2024-10-13","Russian banker","10382","False","Yes"
"Donal Murray","2024-10-13","Irish Roman Catholic prelate","5226","False","Yes"
"Peter Fregene","2024-10-13","Nigerian Olympic footballer (1968)","4485","False","Yes"
"Ray Jefferson","2024-10-13","American government official","3921","False","Yes"
"Gyan Prakash Pilania","2024-10-13","Indian politician","3678","True","No"
"Vyacheslav Nikiforov","2024-10-13","Russian footballer (Baltika Kaliningrad, Dinamo Minsk, Akademiya Tolyatti)","2643","False","Yes"
"Atul Parchure","2024-10-14","Indian actor (''The Kapil Sharma Show'', ''Jaago Mohan Pyare'', ''Bhago Mohan Pyare'')","289814","False","Yes"
"Philip Zimbardo","2024-10-14","American psychologist (Stanford prison experiment, Heroic Imagination Project) and writer (''The Lucifer Effect'')","124137","False","Yes"
"Thomas J. Donohue","2024-10-14","American business executive","25185","False","Yes"
"Dame Janet Nelson","2024-10-14","British historian","15311","False","Yes"
"Barbara Owen","2024-10-14","American organist and scholar (Boston University)","13175","True","No"
"Jorge Otero Barreto","2024-10-14","Puerto Rican soldier","8869","True","No"
"Samuel Ssekkadde","2024-10-14","80s","5563","True","No"
"Keizō Murase","2024-10-14","Japanese suitmaker","3544","False","Yes"
"Andrew Stahl","2024-10-14","British painter","3300","False","Yes"
"Richard Conroy","2024-10-14","Irish politician","1982","False","Yes"
"Sir Mike Jackson","2024-10-15","British general","134892","False","Yes"
"George Negus","2024-10-15","Australian journalist and television host (''60 Minutes'', ''Foreign Correspondent'', ''6.30 with George Negus'')","96259","False","Yes"
"Robert Fulford","2024-10-15","Canadian journalist (''Financial Times of Canada'', ''National Post'')","23401","False","Yes"
"Garbis Aprikian","2024-10-15","Egyptian-born French choral conductor and composer","18779","False","Yes"
