"name","death_date","description","pageviews"
"Efraín Sánchez","2020-01-16","Colombian football player (San Lorenzo, Independiente Medellín, national team) and manager","3483"
"Jibon Rahman","2020-01-16","Bangladeshi film director","1530"
"R. Sathyanarayana","2020-01-16","Indian musicologist","1338"
"Maik Hamburger","2020-01-16","German writer and dramaturge","1240"
"Alan Pattillo","2020-01-16","British television director (''Supercar'', ''Thunderbirds'')","1234"
"John Klyberg","2020-01-16","British priest","1051"
"László Iván","2020-01-16","Hungarian psychiatrist and politician","863"
"Naka Laxmaya","2020-01-16","Indian politician","828"
"William J. Samarin","2020-01-16","American linguist and translator","520"
"Bernard Grosfilley","2020-01-16","French alpine skier","312"
"Peter Hammersley","2020-01-16","British rear admiral","0"
"Gene Schwinger","2020-01-16","American basketball player","0"
"Hiroshi Suzuki","2020-01-16","Japanese-American jazz trombonist","0"
"Derek Fowlds","2020-01-17","British actor (''Yes Minister'', ''Heartbeat'', ''East of Sudan'')","207124"
"Thérèse Dion","2020-01-17","Canadian TV cooking show host","64545"
"Bapu Nadkarni","2020-01-17","Indian cricketer (national team)","34711"
"Khagendra Thapa Magar","2020-01-17","Nepali record holder","31579"
"Hwang Sun-hui","2020-01-17","North Korean politician","29244"
"Bobby Kay","2020-01-17","Canadian professional wrestler (Cormier wrestling family) and promoter (Eastern Sports Association)","25127"
"Terence Hallinan","2020-01-17","American defense lawyer and prosecutor","20411"
"Pietro Anastasi","2020-01-17","Italian footballer (Juventus, Inter, national team)","17522"
"Grant Goldman","2020-01-17","Australian radio announcer (2GB)","14460"
"Rahşan Ecevit","2020-01-17","Turkish politician","11905"
"Georgi Kutoyan","2020-01-17","Armenian lawyer","10748"
"Claudio Roditi","2020-01-17","Brazilian-born American trumpeter","8499"
"Emanuele Severino","2020-01-17","Italian philosopher","5168"
"Steve Rayner","2020-01-17","British social scientist","3585"
"Morimichi Takagi","2020-01-17","Japanese Hall of Fame baseball player (Chunichi Dragons)","2911"
"Oswald Oberhuber","2020-01-17","Austrian sculptor and painter","1906"
"Rhona Wurtele","2020-01-17","Canadian Olympic skier (1948)","1372"
"Jacques Desallangre","2020-01-17","French politician","1050"
"Walter E. Powell","2020-01-17","American politician","979"
"Stanisław Stefanek","2020-01-17","Polish Roman Catholic prelate","937"
"Lech Raczak","2020-01-17","Polish theatre director","862"
"Fernando Miguel Gil Eisner","2020-01-17","Uruguayan Roman Catholic prelate","810"
"Roger Schneider","2020-01-17","Swiss speed skater","665"
"Charles Carrère","2020-01-17","Senegalese poet","589"
"Peter Clarricoats","2020-01-17","British engineer","523"
"Kaj Sylvan","2020-01-17","Danish sprint canoeist","35"
"David Olney","2020-01-18","American singer-songwriter","196549"
"Jack Van Impe","2020-01-18","American televangelist","100106"
"Ashwini Kumar Chopra","2020-01-18","Indian journalist","10710"
"Peter Hobday","2020-01-18","British news presenter (''Today'', ''Newsnight'', ''World at One'')","9736"
"George Herbert Walker III","2020-01-18","American businessman","9592"
"Robert Maclennan, Baron Maclennan of Rogart","2020-01-18","British politician","9129"
"Egil Krogh","2020-01-18","American lawyer","9028"
"Dan Andrei Aldea","2020-01-18","Romanian rock musician (Sfinx)","7894"
"Gordon A. Smith","2020-01-18","Canadian artist","6023"
"Cajun Beat","2020-01-18","American Thoroughbred racehorse","5720"
"Empire Maker","2020-01-18","American racehorse","5552"
"Bubby Jones","2020-01-18","American Hall of Fame racing driver","4446"
"Bollin Eric","2020-01-18","British racehorse","4144"
"Mario Bergamaschi","2020-01-18","Italian footballer (Milan, Sampdoria, national team)","3905"
"Allison Copening","2020-01-18","American politician","3590"
"Piri Sciascia","2020-01-18","New Zealand Māori leader","3376"
"Frieda Rapoport Caplan","2020-01-18","American businesswoman","2912"
"Urs Egger","2020-01-18","Swiss film director (''Children of the Open Road'', ''Opernball'')","2481"
"Peter Mathebula","2020-01-18","South African WBA flyweight champion boxer","2390"
"William C. Davis","2020-01-18","American football player (Mount Union Purple Raiders)","2311"
"Abdul Mannan","2020-01-18","Bangladeshi politician","2264"
"Petr Pokorný","2020-01-18","Czech Protestant theologian","1684"
"Peter Beyerhaus","2020-01-18","German Protestant theologian","1368"
"Abbas Ullah Shikder","2020-01-18","Bangladeshi film producer (''Beder Meye Josna'', ''Moner Majhe Tumi'', ''Ji Hujur'')","1357"
"V. Balram","2020-01-18","Indian politician","1317"
"Stanley Dudrick","2020-01-18","American surgeon","1295"
"Jim Smith","2020-01-18","Canadian politician","1163"
"Norm Hill","2020-01-18","Canadian football player (Calgary Stampeders, Winnipeg Blue Bombers)","986"
"Roger Nicolet","2020-01-18","Belgian-born Canadian engineer (CN Tower, Louvre Pyramid)","894"
"John Burke","2020-01-18","Canadian composer and music educator","718"
"André Dulait","2020-01-18","French politician","631"
"Antonia Gransden","2020-01-18","English historian and medievalist","489"
"Isabel Cabanillas","2020-01-18","Mexican artist and activist","184"
"Mohamed Gouider","2020-01-18","Tunisian Olympic runner","57"
"Fernando Báez Sosa","2020-01-18","Argentine law student","0"
"Dr. Hannibal","2020-01-18","Canadian professional wrestler (Stampede Wrestling, FMW)","0"
"Robert Sampson","2020-01-18","American actor (''Bridget Loves Bernie'', ''Re-Animator'', ''Falcon Crest'')","0"
"Jimmy Heath","2020-01-19","American jazz saxophonist (Heath Brothers)","56011"
"Gene London","2020-01-19","American children's television presenter (WCAU, WABD, NBC)","27364"
"Shin Kyuk-ho","2020-01-19","South Korean businessman","16646"
"Robert Parker","2020-01-19","American R&B singer (""Barefootin'"")","13523"
"Dee Molenaar","2020-01-19","American mountaineer and writer","8615"
"Danny Talbott","2020-01-19","American football player (Washington Redskins)","7748"
"Bill Greenwood","2020-01-19","American television reporter (ABC News)","5847"
"Sunanda Patnaik","2020-01-19","Indian Gwalior gharana classical singer","5025"
"James Mollison","2020-01-19","Australian arts administrator","4726"
"Manfred Clynes","2020-01-19","Austrian-born Australian-American scientist","4242"
"John Gibson","2020-01-19","Canadian ice hockey player (Winnipeg Jets, Toronto Maple Leafs, Los Angeles Kings)","3851"
"Herbert W. Chilstrom","2020-01-19","American Lutheran bishop","3679"
"Man Sood","2020-01-19","Indian cricketer (national team)","2737"
"Blagovest Sendov","2020-01-19","Bulgarian diplomat","2609"
"Ikkō Narahara","2020-01-19","Japanese photographer","2436"
"Ali Mardan Shah","2020-01-19","Pakistani politician","2334"
"Charles Alverson","2020-01-19","American screenwriter (''Jabberwocky'')","2311"
"Allah Thérèse","2020-01-19","Ivorian traditional musician","2156"
"Sher Bahadur Singh","2020-01-19","Indian politician","1942"
"Joe Steve Ó Neachtain","2020-01-19","Irish writer and playwright","1900"
"David Leach","2020-01-19","Australian vice admiral","1370"
"Lee Gelber","2020-01-19","American urban historian and tour guide","1367"
"Nanjil Nalini","2020-01-19","Indian actress","1122"
"Kazım Ayvaz","2020-01-19","Turkish Greco-Roman wrestler","1008"
"David Climer","2020-01-19","American sports columnist (''The Tennessean'')","968"
"Guy Thomas","2020-01-19","Belgian-born French songwriter","883"
"Fang Shouxian","2020-01-19","Chinese accelerator physicist","790"
"Richard M. Dudley","2020-01-19","American mathematician","784"
"David Chadwick","2020-01-19","American clinical and research pediatrician and author","695"
"Chisako Hara","2020-01-19","Japanese actress","413"
"Leonard Woodley","2020-01-19","British barrister","251"
"Harold G. Glasgow","2020-01-19","American major general","231"
"Marilyn Lanfear","2020-01-19","American sculptor and performance artist","222"
"Pat Evans","2020-01-19","Welsh Olympic gymnast (1948)","26"
"Audrey Rennard","2020-01-19","British Olympic gymnast","20"
"Anne Wilson Schaef","2020-01-19","American clinical psychologist and author","0"
"Jaroslav Kubera","2020-01-20","Czech politician","33454"
"Wolfgang J. Fuchs","2020-01-20","German author","33309"
"Joe Shishido","2020-01-20","Japanese actor (''Youth of the Beast'', ''Branded to Kill'', ''A Tale of Sorrow and Sadness'')","10922"
"Tom Railsback","2020-01-20","American politician","10698"
"Steph Bowe","2020-01-20","Australian author and blogger","10509"
"Mick Vinter","2020-01-20","English footballer (Notts County, Wrexham, Oxford United)","6449"
"Kit Hood","2020-01-20","British-born Canadian television producer (''Degrassi'')","6346"
"Pesach Eliyahu Falk","2020-01-20","British rabbi","4211"
"Michael I. Sovern","2020-01-20","American legal scholar and academic administrator","3695"
"Shamsher Singh Surjewala","2020-01-20","Indian politician","2676"
"Nedda Casei","2020-01-20","American operatic mezzo-soprano","2143"
"Jay Hankins","2020-01-20","American baseball player (Kansas City Athletics)","2016"
"Gilles Delouche","2020-01-20","French literary scholar","1187"
"Bicks Ndoni","2020-01-20","South African politician","1073"
"Henry C. Wente","2020-01-20","American mathematician","949"
"Richard L. Lawson","2020-01-20","American Air Force general","683"
"Gyanendra Nath Pande","2020-01-20","Indian engineer","588"
"Raymond D. Fogelson","2020-01-20","American anthropologist","378"
"Bill Kaiserman","2020-01-20","American fashion designer","233"
"Roy Piovesana","2020-01-20","Canadian historian","230"
"Emory Kemp","2020-01-20","American civil engineer and industrial archaeologist","177"
"Wendy Havran","2020-01-20","American immunologist","126"
"Franck Delhem","2020-01-20","Belgian Olympic fencer (1960)","80"
"Ulf Norrman","2020-01-20","Swedish Olympic sailor (1968)","23"
"Reijo Kuistila","2020-01-20","Finnish Olympic equestrian","0"
"Terry Jones","2020-01-21","Welsh comic actor","871181"
"Morgan Wootten","2020-01-21","American Hall of Fame high school basketball coach (DeMatha Catholic High School)","56769"
"De'Runnya Wilson","2020-01-21","American football player (Mississippi State Bulldogs)","37495"
"Meritxell Negre","2020-01-21","Spanish singer (Peaches & Herb)","12902"
"Larry Amar","2020-01-21","American Olympic field hockey player (1996) and manager","8896"
"Sébastien Demorand","2020-01-21","French journalist","8095"
"Eugène Berger","2020-01-21","Luxembourgish politician","6097"
"Katerina Anghelaki-Rooke","2020-01-21","Greek poet and academic","5845"
"Patrick Kennedy","2020-01-21","Irish politician","4658"
"Hédi Baccouche","2020-01-21","Tunisian politician","4583"
"Ian Tuxworth","2020-01-21","Australian politician","4513"
"Boris Tsirelson","2020-01-21","Russian-Israeli mathematician","4101"
"Tengiz Sigua","2020-01-21","Georgian politician","3848"
"Ismat Ara Sadique","2020-01-21","Bangladeshi politician","2614"
"Theodor Wagner","2020-01-21","Austrian football player (Wacker Wien, national team) and manager (Wacker Innsbruck)","2460"
"Norman Amadio","2020-01-21","Canadian jazz pianist and bandleader","1575"
"Ronald Senungetuk","2020-01-21","American Iñupiat artist","1516"
"Herbert Baumann","2020-01-21","German composer","1300"
"Warren Meck","2020-01-21","American psychologist","1222"
"Paul Addison","2020-01-21","British author and historian","1215"
"Shuchi Kubouchi","2020-01-21","Japanese Go player","506"
"Vladimir Aleksandrovich Muravyov","2020-01-21","Russian military officer","506"
"James Chesebro","2020-01-21","American communication theorist","453"
"Zlatko Mesić","2020-01-21","Croatian footballer (Dinamo Zagreb)","362"
"John R. Buckley","2020-01-21","American politician","361"
"Hermann Korte","2020-01-21","German academic","352"
"Gloria Weber","2020-01-21","American politician","234"
"Hank Burnine","2020-01-21","American football player (Philadelphia Eagles)","150"
"Gerry Priestley","2020-01-21","English footballer (Grimsby Town, Crystal Palace, Halifax Town)","119"
"Bandar bin Muhammad Al Saud","2020-01-21","Saudi prince","0"
"Fa-Yueh Wu","2020-01-21","Chinese mathematician and physicist","0"
"John Karlen","2020-01-22","American actor (''Daughters of Darkness'', ''Dark Shadows'', ''Cagney & Lacey'')","59935"
"Sonny Grosso","2020-01-22","German-born American police detective","20200"
"Hercules Ayala","2020-01-22","Puerto Rican professional wrestler (Stampede Wrestling, NJPW, WWC)","11709"
"Ralph Weymouth","2020-01-22","American Vice Admiral and anti-nuclear activist","2736"
"Gerda Kieninger","2020-01-22","German politician","1529"
"Roser Rahola d'Espona","2020-01-22","Spanish editor and baroness","1344"
"Addy Valero","2020-01-22","Venezuelan politician","1227"
"John S. Pobee","2020-01-22","Ghanaian theologian","866"
"Bertrand Teyou","2020-01-22","Cameroonian author","628"
"Tom Calvin","2020-01-22","American football player (Pittsburgh Steelers)","433"
"George F. MacDonald","2020-01-22","Canadian anthropologist","392"
"M. Crawford Young","2020-01-22","American political scientist","233"
"Sandor Rivnyak","2020-01-22","American Olympic handball player","156"
"Oskar Leupi","2020-01-22","Swiss Olympic runner","76"
"Salvatore Laudani","2020-01-22","Italian Olympic weightlifter","29"
"John Kasper","2020-01-22","New Zealand cricketer (Auckland, Natal)","0"
"Julius Montgomery","2020-01-22","American aerospace engineer and politician","0"
"John Douglas Morrison","2020-01-22","Australian police officer","0"
"Paul Murphy","2020-01-22","American politician and judge","0"
"Jim Lehrer","2020-01-23","American journalist (''PBS NewsHour'')","234026"
"Robert Archibald","2020-01-23","Scottish basketball player (Memphis Grizzlies, Toronto Raptors, Club Joventut Badalona)","125073"
"Clayton Christensen","2020-01-23","American business theorist","122037"
"Marsha Kramer","2020-01-23","American actress (''Modern Family'')","56299"
"Gudrun Pausewang","2020-01-23","German author (''The Last Children of Schewenborn'', ''Die Wolke'')","16534"
"Franz Mazura","2020-01-23","Austrian operatic bass-baritone","16299"
"Ashish Parmar","2020-01-23","Indian photographer","15344"
"Jake Godbold","2020-01-23","American politician","6999"
"Stephen James Joyce","2020-01-23","Irish literary executor of James Joyce","6354"
"Robert Harper","2020-01-23","American actor (''Frank's Place'', ''Once Upon a Time in America'', ''Twins'')","5206"
"Peter Salama","2020-01-23","Australian epidemiologist and WHO official","5098"
"Michele McDonald","2020-01-23","American model and beauty pageant contestant","4727"
"Barbara Remington","2020-01-23","American artist and illustrator","4534"
"Adolf Holl","2020-01-23","Austrian theologian","3609"
"Sir Frederick Ballantyne","2020-01-23","Vincentian cardiologist","3569"
"Alfred Körner","2020-01-23","Austrian football player (Rapid Wien, national team) and manager (First Vienna)","3380"
"Armando Uribe","2020-01-23","Chilean writer and diplomat","2766"
"Fernand Daoust","2020-01-23","Canadian trade unionist","2251"
"Tom Daley","2020-01-23","English footballer (Grimsby Town)","2030"
"Adolfo Natalini","2020-01-23","Italian architect (Superstudio)","1745"
"Gourahari Naik","2020-01-23","Indian politician","1572"
"Kalevi Tuominen","2020-01-23","Finnish Hall of Fame basketball player (Tampereen Pyrintö)","1267"
"Frank Froehling","2020-01-23","American tennis player","926"
"Thaddeus F. Malanowski","2020-01-23","American priest","643"
